order_id,order_date,customer_id,store_id,payment_method,order_status
O000489,2025-04-13,C00904,S031,E-Wallet,Completed
O000490,2024-05-30,C03468,S020,Cash,Completed
O000491,2025-09-30,C01407,S031,Bank Transfer,Completed
O000492,2025-09-16,C01453,S015,E-Wallet,Completed
O000493,2025-10-22,C01864,S009,Cash,Completed
O000494,2024-07-01,C02652,S031,Bank Transfer,Completed
O000495,2024-11-27,C03144,S023,E-Wallet,Completed
O000496,2024-10-09,C03815,S031,Bank Transfer,Completed
O000497,2024-04-10,C02331,S031,E-Wallet,Completed
O000498,2024-03-04,C02737,S003,Credit Card,Completed
O000499,2025-06-22,C02158,S031,E-Wallet,Completed
O000500,2024-07-11,C00369,S003,Bank Transfer,Completed
O000501,2025-07-03,C01250,S031,Bank Transfer,Completed
O000502,2024-06-12,C01616,S015,Credit Card,Completed
O000503,2024-07-27,C04107,S007,Credit Card,Completed
O000504,2025-02-05,C01562,S031,Credit Card,Completed
O000505,2025-05-01,C02575,S031,Bank Transfer,Completed
O000506,2025-02-17,C00367,S031,E-Wallet,Completed
O000507,2024-01-06,C03182,S016,E-Wallet,Completed
O000508,2024-01-26,C02271,S031,Credit Card,Completed
O000509,2024-04-23,C03645,S031,Credit Card,Completed
O000510,2024-04-30,C02078,S031,Bank Transfer,Completed
O000511,2025-07-23,C02588,S024,Debit Card,Completed
O000512,2024-11-30,C00387,S003,Debit Card,Completed
O000513,2025-11-08,C02627,S031,E-Wallet,Completed
O000514,2025-07-14,C00090,S031,E-Wallet,Completed
O000515,2025-02-21,C04462,S007,E-Wallet,Completed
O000516,2024-07-07,C00359,S031,E-Wallet,Completed
O000517,2025-09-09,C04723,S013,Credit Card,Completed
O000518,2024-04-06,C02656,S031,Bank Transfer,Completed
O000519,2025-09-09,C02534,S031,Bank Transfer,Completed
O000520,2025-12-14,C00416,S031,Bank Transfer,Completed
O000521,2024-05-26,C04464,S031,Debit Card,Completed
O000522,2025-12-09,C03780,S031,E-Wallet,Completed
O000523,2025-11-01,C04749,S019,Debit Card,Completed
O000524,2024-08-04,C01057,S009,Credit Card,Completed
O000525,2024-12-27,C00278,S014,Cash,Cancelled
O000526,2025-08-10,C03673,S031,Credit Card,Cancelled
O000527,2025-03-19,C00536,S029,E-Wallet,Completed
O000528,2025-10-15,C02070,S031,E-Wallet,Completed
O000529,2024-10-05,C03048,S031,Debit Card,Completed
O000530,2025-02-18,C00841,S031,E-Wallet,Completed
O000531,2025-03-28,C03281,S025,Credit Card,Completed
O000532,2025-06-16,C02193,S031,Credit Card,Completed
O000533,2024-08-23,C03359,S001,Debit Card,Completed
O000534,2024-01-28,C02615,S031,Credit Card,Completed
O000535,2024-12-28,C01629,S031,Credit Card,Completed
O000536,2024-05-15,C04765,S004,Credit Card,Completed
O000537,2025-10-01,C00205,S028,Cash,Completed
O000538,2025-08-15,C02292,S010,Cash,Completed
O000539,2025-05-10,C01867,S031,E-Wallet,Completed
O000540,2024-10-23,C02633,S005,Debit Card,Completed
O000541,2025-02-04,C00088,S028,Bank Transfer,Completed
O000542,2025-05-15,C01172,S031,Credit Card,Completed
O000543,2024-03-14,C02029,S031,Credit Card,Completed
O000544,2025-12-16,C00479,S031,Bank Transfer,Completed
O000545,2025-11-25,C00692,S031,Credit Card,Completed
O000546,2025-05-15,C03515,S012,E-Wallet,Completed
O000547,2025-05-21,C01403,S027,Cash,Completed
O000548,2024-11-09,C03855,S031,Credit Card,Completed
O000549,2024-01-19,C03856,S030,E-Wallet,Completed
O000550,2024-06-13,C02653,S031,E-Wallet,Completed
O000551,2025-06-03,C02294,S006,Debit Card,Completed
O000552,2025-11-28,C00390,S031,Credit Card,Completed
O000553,2025-09-02,C04467,S029,Credit Card,Completed
O000554,2025-12-14,C00516,S009,Cash,Completed
O000555,2024-03-15,C02699,S031,E-Wallet,Completed
O000556,2025-09-15,C04369,S029,Credit Card,Completed
O000557,2025-01-31,C02757,S013,Debit Card,Completed
O000558,2025-09-10,C01861,S025,Cash,Completed
O000559,2025-08-10,C04390,S020,Cash,Completed
O000560,2025-03-22,C00339,S031,E-Wallet,Completed
O000561,2025-06-22,C02615,S012,Debit Card,Completed
O000562,2025-11-08,C04848,S022,Cash,Completed
O000563,2025-09-05,C04765,S006,Bank Transfer,Completed
O000564,2024-09-28,C01285,S031,Bank Transfer,Completed
O000565,2025-08-26,C02208,S031,Debit Card,Completed
O000566,2025-11-09,C02612,S024,E-Wallet,Completed
O000567,2024-12-09,C01314,S031,Credit Card,Completed
O000568,2025-06-17,C01974,S031,Credit Card,Completed
O000569,2024-11-19,C00406,S031,E-Wallet,Completed
O000570,2024-11-18,C02388,S004,Debit Card,Completed
O000571,2024-07-17,C02824,S031,E-Wallet,Completed
O000572,2024-03-15,C00294,S031,E-Wallet,Completed
O000573,2024-06-17,C01800,S031,E-Wallet,Completed
O000574,2024-07-19,C03513,S031,E-Wallet,Cancelled
O000575,2024-04-02,C00244,S031,Debit Card,Completed
O000576,2025-01-22,C00511,S022,E-Wallet,Completed
O000577,2025-02-23,C04052,S031,Credit Card,Cancelled
O000578,2024-11-21,C02327,S031,Credit Card,Completed
O000579,2025-01-07,C00748,S009,E-Wallet,Completed
O000580,2025-02-24,C03566,S031,Credit Card,Completed
O000581,2025-11-11,C01004,S031,E-Wallet,Completed
O000582,2024-03-07,C00107,S031,E-Wallet,Completed
O000583,2025-03-19,C00943,S031,Credit Card,Completed
O000584,2025-11-23,C02385,S018,Cash,Completed
O000585,2025-04-23,C02002,S031,Credit Card,Completed
O000586,2024-12-26,C02264,S001,Bank Transfer,Completed
O000587,2024-04-29,C02792,S018,E-Wallet,Completed
O000588,2024-08-25,C01489,S001,Debit Card,Completed
O000589,2025-12-06,C03695,S031,Debit Card,Completed
O000590,2024-08-12,C02940,S013,Cash,Completed
O000591,2025-11-10,C01780,S031,Bank Transfer,Completed
O000592,2024-04-16,C04079,S031,Bank Transfer,Returned
O000593,2024-07-12,C00103,S013,Credit Card,Completed
O000594,2024-12-15,C01280,S031,Bank Transfer,Completed
O000595,2024-02-10,C02166,S012,Credit Card,Completed
O000596,2025-05-05,C01940,S031,Bank Transfer,Completed
O000597,2025-04-16,C03871,S012,Cash,Cancelled
O000598,2024-08-23,C01439,S031,Bank Transfer,Completed
O000599,2025-10-19,C04308,S006,E-Wallet,Completed
O000600,2025-11-20,C03165,S012,Credit Card,Completed
O000601,2025-02-18,C03471,S011,E-Wallet,Completed
O000602,2024-09-11,C04522,S031,E-Wallet,Completed
O000603,2025-09-10,C01993,S031,E-Wallet,Completed
O000604,2025-10-25,C04290,S022,Credit Card,Completed
O000605,2025-09-05,C00786,S031,Bank Transfer,Completed
O000606,2025-11-07,C00106,S031,Bank Transfer,Completed
O000607,2025-01-15,C01210,S031,E-Wallet,Cancelled
O000608,2024-05-12,C03998,S031,Credit Card,Completed
O000609,2025-06-09,C01060,S031,E-Wallet,Completed
O000610,2024-11-05,C02414,S007,Bank Transfer,Completed
O000611,2024-02-14,C00077,S015,Debit Card,Completed
O000612,2024-09-27,C03461,S031,Credit Card,Completed
O000613,2025-06-03,C04513,S015,Bank Transfer,Completed
O000614,2025-10-05,C01054,S026,Cash,Completed
O000615,2024-12-07,C00400,S031,Credit Card,Completed
O000616,2024-02-28,C01505,S025,Credit Card,Cancelled
O000617,2025-10-09,C00417,S031,E-Wallet,Completed
O000618,2024-02-08,C04329,S031,Credit Card,Completed
O000619,2024-10-24,C03394,S031,E-Wallet,Cancelled
O000620,2024-09-07,C02875,S031,Cash,Completed
O000621,2024-11-05,C04749,S031,Credit Card,Completed
O000622,2024-08-01,C01695,S031,E-Wallet,Completed
O000623,2024-12-04,C04796,S022,Credit Card,Completed
O000624,2024-05-12,C01618,S009,E-Wallet,Completed
O000625,2025-03-22,C04752,S026,E-Wallet,Completed
O000626,2024-10-02,C00344,S009,Bank Transfer,Completed
O000627,2025-08-24,C03049,S001,E-Wallet,Completed
O000628,2024-09-20,C02827,S019,E-Wallet,Completed
O000629,2025-03-07,C02077,S031,Credit Card,Completed
O000630,2024-10-13,C04781,S031,E-Wallet,Completed
O000631,2025-02-22,C02965,S031,E-Wallet,Completed
O000632,2024-02-26,C00517,S031,Bank Transfer,Cancelled
O000633,2025-10-11,C03470,S031,Debit Card,Completed
O000634,2025-03-17,C02064,S031,Credit Card,Completed
O000635,2024-04-08,C02166,S012,Debit Card,Completed
O000636,2024-02-03,C00380,S017,E-Wallet,Completed
O000637,2025-09-20,C00216,S031,Debit Card,Cancelled
O000638,2025-06-01,C00923,S026,Debit Card,Completed
O000639,2025-11-14,C04668,S031,Debit Card,Completed
O000640,2025-03-06,C00437,S031,Debit Card,Completed
O000641,2024-05-27,C01370,S016,Debit Card,Completed
O000642,2025-09-08,C00467,S008,Debit Card,Completed
O000643,2025-12-11,C04555,S031,Credit Card,Completed
O000644,2024-12-25,C01157,S014,E-Wallet,Completed
O000645,2024-08-26,C02465,S031,Credit Card,Completed
O000646,2025-11-03,C01740,S010,Debit Card,Completed
O000647,2024-11-23,C02691,S024,Cash,Completed
O000648,2024-01-01,C01080,S031,E-Wallet,Completed
O000649,2025-12-09,C03608,S004,Credit Card,Completed
O000650,2025-10-19,C00119,S031,Bank Transfer,Completed
O000651,2025-02-25,C02198,S031,Debit Card,Completed
O000652,2024-04-11,C04916,S031,Credit Card,Completed
O000653,2025-07-18,C02800,S017,Debit Card,Completed
O000654,2025-08-27,C01230,S031,E-Wallet,Completed
O000655,2025-08-05,C03548,S010,E-Wallet,Completed
O000656,2024-10-11,C02201,S031,E-Wallet,Completed
O000657,2025-12-27,C02379,S031,E-Wallet,Completed
O000658,2024-01-12,C01205,S031,Credit Card,Completed
O000659,2025-07-01,C00351,S017,Debit Card,Completed
O000660,2024-11-08,C03144,S011,Debit Card,Completed
O000661,2025-08-27,C01499,S009,Cash,Completed
O000662,2025-03-10,C03431,S004,Cash,Completed
O000663,2025-01-08,C01786,S023,E-Wallet,Completed
O000664,2025-04-20,C00062,S031,Bank Transfer,Completed
O000665,2024-10-06,C00939,S022,Debit Card,Completed
O000666,2025-12-07,C01883,S009,Bank Transfer,Completed
O000667,2024-07-08,C04594,S031,Cash,Cancelled
O000668,2024-05-23,C03320,S024,E-Wallet,Completed
O000669,2024-12-27,C00197,S007,Debit Card,Completed
O000670,2024-10-09,C01825,S031,Credit Card,Completed
O000671,2025-01-29,C02721,S031,E-Wallet,Completed
O000672,2025-05-26,C02694,S008,Cash,Returned
O000673,2025-10-17,C04267,S008,Debit Card,Completed
O000674,2024-11-12,C02013,S029,E-Wallet,Completed
O000675,2025-08-03,C04556,S019,Debit Card,Completed
O000676,2025-06-01,C01002,S031,Bank Transfer,Completed
O000677,2025-09-18,C01044,S031,Bank Transfer,Completed
O000678,2025-01-03,C03747,S010,Credit Card,Completed
O000679,2025-02-19,C02940,S029,Cash,Completed
O000680,2024-10-08,C02472,S031,Credit Card,Completed
O000681,2024-08-04,C04025,S031,Credit Card,Completed
O000682,2024-04-15,C00983,S026,Debit Card,Completed
O000683,2025-09-06,C00244,S027,Cash,Completed
O000684,2024-04-07,C00136,S031,Bank Transfer,Completed
O000685,2024-06-16,C00409,S003,E-Wallet,Completed
O000686,2025-03-28,C03929,S003,Debit Card,Completed
O000687,2025-04-20,C03506,S031,Debit Card,Completed
O000688,2024-09-17,C01980,S010,E-Wallet,Completed
O000689,2025-01-20,C01635,S014,Credit Card,Returned
O000690,2024-09-04,C02177,S029,Bank Transfer,Completed
O000691,2025-03-28,C00135,S024,Debit Card,Completed
O000692,2024-12-08,C00063,S031,Bank Transfer,Completed
O000693,2024-11-03,C01987,S007,Credit Card,Completed
O000694,2025-01-15,C02319,S031,Bank Transfer,Completed
O000695,2025-01-25,C00801,S013,E-Wallet,Completed
O000696,2024-01-01,C00261,S031,E-Wallet,Completed
O000697,2024-09-16,C04643,S009,Credit Card,Completed
O000698,2024-01-23,C02540,S017,E-Wallet,Completed
O000699,2025-02-08,C04743,S011,Debit Card,Returned
O000700,2025-02-24,C03252,S031,Bank Transfer,Completed
O000701,2025-11-29,C00040,S005,Debit Card,Completed
O000702,2025-01-24,C04598,S031,E-Wallet,Completed
O000703,2025-01-17,C01697,S031,Bank Transfer,Completed
O000704,2024-10-07,C00625,S031,Bank Transfer,Completed
O000705,2024-06-04,C03616,S031,Credit Card,Cancelled
O000706,2024-09-05,C02351,S031,E-Wallet,Completed
O000707,2025-11-18,C03182,S031,Credit Card,Completed
O000708,2024-01-16,C01058,S031,Credit Card,Completed
O000709,2024-07-16,C01741,S031,Bank Transfer,Completed
O000710,2025-07-03,C01139,S012,Cash,Completed
O000711,2025-03-02,C04984,S031,Credit Card,Completed
O000712,2025-02-20,C04866,S031,Debit Card,Completed
O000713,2025-08-06,C01697,S020,Debit Card,Completed
O000714,2025-04-05,C01838,S020,E-Wallet,Completed
O000715,2024-12-14,C00773,S031,Bank Transfer,Completed
O000716,2024-08-04,C01510,S031,E-Wallet,Completed
O000717,2024-12-18,C00094,S031,Bank Transfer,Completed
O000718,2025-06-01,C02217,S031,Bank Transfer,Completed
O000719,2025-03-22,C02041,S031,E-Wallet,Completed
O000720,2024-03-19,C01968,S023,Cash,Completed
O000721,2024-08-14,C01034,S017,Debit Card,Completed
O000722,2024-09-17,C01528,S031,E-Wallet,Completed
O000723,2024-07-28,C01540,S031,E-Wallet,Completed
O000724,2024-02-14,C03121,S031,E-Wallet,Completed
O000725,2025-08-14,C00244,S031,Credit Card,Completed
O000726,2025-07-30,C01420,S031,E-Wallet,Completed
O000727,2025-10-15,C03935,S005,Bank Transfer,Completed
O000728,2025-03-03,C00216,S031,E-Wallet,Completed
O000729,2024-10-19,C01404,S013,Credit Card,Completed
O000730,2024-03-15,C01168,S006,Credit Card,Completed
O000731,2024-11-06,C02762,S031,Debit Card,Completed
O000732,2024-10-24,C04428,S031,E-Wallet,Completed
O000733,2024-01-28,C03357,S030,Debit Card,Completed
O000734,2024-11-15,C04526,S031,Credit Card,Completed
O000735,2024-09-13,C03782,S008,E-Wallet,Completed
O000736,2025-08-09,C03781,S007,Cash,Completed
O000737,2025-07-31,C00405,S031,E-Wallet,Cancelled
O000738,2024-09-15,C00875,S002,Cash,Completed
O000739,2025-07-04,C02244,S010,Credit Card,Completed
O000740,2025-12-23,C03233,S031,E-Wallet,Completed
O000741,2024-06-07,C02694,S003,Credit Card,Completed
O000742,2025-11-18,C02379,S031,Credit Card,Completed
O000743,2025-08-04,C01686,S031,Credit Card,Completed
O000744,2025-03-08,C03003,S031,Bank Transfer,Completed
O000745,2025-04-29,C00824,S031,E-Wallet,Completed
O000746,2025-02-25,C04370,S031,Bank Transfer,Completed
O000747,2024-10-20,C02773,S031,E-Wallet,Completed
O000748,2025-11-29,C03513,S031,Debit Card,Completed
O000749,2024-04-13,C04915,S012,Bank Transfer,Completed
O000750,2024-11-05,C00067,S031,Credit Card,Completed
O000751,2025-12-21,C01750,S017,E-Wallet,Completed
O000752,2025-04-10,C01538,S025,E-Wallet,Completed
O000753,2024-06-12,C02153,S031,Credit Card,Completed
O000754,2024-04-24,C00961,S002,Credit Card,Completed
O000755,2025-05-01,C01950,S027,E-Wallet,Completed
O000756,2025-05-22,C02940,S031,E-Wallet,Completed
O000757,2024-11-11,C01175,S027,Credit Card,Completed
O000758,2025-12-09,C04118,S017,Cash,Completed
O000759,2024-12-05,C04874,S009,E-Wallet,Completed
O000760,2025-10-13,C03225,S031,Debit Card,Completed
O000761,2025-02-15,C02076,S027,E-Wallet,Completed
O000762,2025-02-05,C04245,S031,Credit Card,Completed
O000763,2025-07-01,C02905,S027,Credit Card,Completed
O000764,2025-06-04,C00670,S010,Debit Card,Completed
O000765,2024-08-18,C02795,S005,Cash,Completed
O000766,2025-08-05,C00182,S031,E-Wallet,Completed
O000767,2025-05-03,C04303,S025,E-Wallet,Completed
O000768,2024-07-10,C03001,S031,Credit Card,Completed
O000769,2025-10-19,C00562,S031,Debit Card,Completed
O000770,2024-02-02,C01036,S003,Credit Card,Completed
O000771,2025-06-22,C02264,S031,Credit Card,Completed
O000772,2024-07-18,C00490,S031,Credit Card,Completed
O000773,2025-06-13,C04389,S031,Bank Transfer,Completed
O000774,2024-07-05,C00591,S031,E-Wallet,Completed
O000775,2024-03-20,C04948,S029,Credit Card,Cancelled
O000776,2024-07-04,C01720,S010,Debit Card,Completed
O000777,2024-06-27,C02143,S027,Cash,Completed
O000778,2024-07-26,C03048,S028,Debit Card,Completed
O000779,2025-11-16,C01498,S026,E-Wallet,Completed
O000780,2024-12-24,C03116,S031,Cash,Completed
O000781,2025-12-30,C00024,S005,Debit Card,Completed
O000782,2024-10-09,C01005,S031,Debit Card,Completed
O000783,2024-09-08,C01095,S009,Debit Card,Completed
O000784,2025-03-18,C02942,S024,Debit Card,Completed
O000785,2024-01-23,C01225,S031,E-Wallet,Completed
O000786,2025-03-09,C03444,S007,E-Wallet,Completed
O000787,2025-08-21,C01786,S014,Credit Card,Completed
O000788,2024-11-15,C03559,S024,Debit Card,Completed
O000789,2024-06-29,C03412,S009,Cash,Completed
O000790,2024-10-02,C04247,S031,Credit Card,Completed
O000791,2024-03-11,C04087,S031,Credit Card,Completed
O000792,2025-06-05,C01053,S012,E-Wallet,Returned
O000793,2024-12-23,C00990,S031,E-Wallet,Completed
O000794,2025-06-04,C00988,S031,,Completed
O000795,2025-09-16,C03884,S031,E-Wallet,Returned
O000796,2024-12-20,C03214,S031,Credit Card,Completed
O000797,2024-08-02,C03621,S031,E-Wallet,Completed
O000798,2024-03-05,C01184,S027,Debit Card,Completed
O000799,2025-03-16,C04836,S031,Credit Card,Completed
O000800,2025-10-11,C03905,S031,Credit Card,Completed
O000801,2024-12-13,C01517,S016,Debit Card,Completed
O000802,2025-06-09,C01340,S031,Credit Card,Completed
O000803,2025-12-20,C02077,S031,Credit Card,Completed
O000804,2025-09-23,C01802,S031,Credit Card,Completed
O000805,2024-02-11,C03300,S004,Debit Card,Completed
O000806,2024-09-17,C01255,S031,Debit Card,Completed
O000807,2024-12-30,C04731,S018,Cash,Completed
O000808,2025-04-04,C03813,S018,Credit Card,Completed
O000809,2025-12-22,C01820,S014,Bank Transfer,Completed
O000810,2025-01-28,C00861,S018,E-Wallet,Completed
O000811,2024-08-22,C01384,S031,Bank Transfer,Completed
O000812,2024-12-02,C01578,S031,Bank Transfer,Returned
O000813,2025-12-22,C04723,S031,Credit Card,Completed
O000814,2024-10-07,C00522,S031,Debit Card,Completed
O000815,2024-06-11,C02790,S025,Cash,Completed
O000816,2025-07-21,C02582,S011,Debit Card,Completed
O000817,2024-08-11,C00734,S031,Debit Card,Completed
O000818,2025-02-13,C00476,S012,Debit Card,Cancelled
O000819,2024-11-11,C00854,S031,Debit Card,Completed
O000820,2025-08-24,C04581,S031,E-Wallet,Completed
O000821,2024-05-02,C00591,S019,Credit Card,Completed
O000822,2025-01-19,C03523,S010,Bank Transfer,Cancelled
O000823,2024-06-15,C02055,S031,Bank Transfer,Completed
O000824,2025-04-22,C04033,S031,Credit Card,Completed
O000825,2025-04-09,C04417,S020,Debit Card,Completed
O000826,2025-03-27,C02892,S031,Credit Card,Completed
O000827,2025-05-01,C03537,S026,Debit Card,Completed
O000828,2025-12-14,C01045,S025,E-Wallet,Completed
O000829,2024-08-14,C04833,S005,Credit Card,Completed
O000830,2024-12-31,C01847,S031,Credit Card,Completed
O000831,2024-04-13,C01782,S031,E-Wallet,Completed
O000832,2024-11-27,C02783,S031,Credit Card,Completed
O000833,2024-03-31,C00490,S031,Debit Card,Completed
O000834,2024-11-14,C00945,S006,Cash,Completed
O000835,2025-04-10,C00362,S006,Debit Card,Completed
O000836,2025-06-22,C04170,S031,Credit Card,Completed
O000837,2025-05-25,C00883,S031,E-Wallet,Completed
O000838,2025-12-23,C01586,S031,E-Wallet,Completed
O000839,2024-12-24,C03912,S031,E-Wallet,Completed
O000840,2024-08-25,C01526,S019,Bank Transfer,Completed
O000841,2025-01-03,C03945,S031,Credit Card,Completed
O000842,2024-01-20,C00271,S031,Credit Card,Completed
O000843,2024-11-03,C02462,S017,Debit Card,Returned
O000844,2024-07-30,C03552,S029,Credit Card,Completed
O000845,2025-10-15,C01195,S031,Bank Transfer,Completed
O000846,2025-01-26,C01167,S031,E-Wallet,Completed
O000847,2024-04-11,C02870,S004,E-Wallet,Completed
O000848,2024-05-27,C00893,S018,Credit Card,Completed
O000849,2024-04-08,C02618,S010,Credit Card,Completed
O000850,2025-11-26,C00504,S031,E-Wallet,Completed
O000851,2024-07-11,C02207,S031,Bank Transfer,Completed
O000852,2024-03-20,C01106,S015,E-Wallet,Completed
O000853,2025-11-01,C02489,S010,E-Wallet,Completed
O000854,2025-06-26,C03290,S031,E-Wallet,Completed
O000855,2025-05-09,C01051,S031,Bank Transfer,Completed
O000856,2025-01-17,C00038,S031,Bank Transfer,Completed
O000857,2024-12-22,C00124,S031,E-Wallet,Completed
O000858,2025-04-20,C01645,S031,Bank Transfer,Completed
O000859,2025-07-14,C02724,S005,Debit Card,Returned
O000860,2024-10-13,C01641,S031,E-Wallet,Completed
O000861,2024-12-23,C00824,S025,Cash,Completed
O000862,2024-01-14,C03144,S017,E-Wallet,Completed
O000863,2024-05-19,C01544,S031,Bank Transfer,Cancelled
O000864,2025-02-16,C04707,S027,Cash,Completed
O000865,2024-06-27,C02614,S031,Credit Card,Completed
O000866,2025-12-31,C03309,S031,E-Wallet,Completed
O000867,2024-06-16,C01404,S031,E-Wallet,Completed
O000868,2025-06-21,C00686,S031,Credit Card,Completed
O000869,2024-02-13,C04909,S031,Credit Card,Completed
O000870,2025-07-10,C00699,S023,E-Wallet,Completed
O000871,2024-06-25,C04342,S027,Debit Card,Completed
O000872,2025-12-05,C01045,S009,Cash,Completed
O000873,2025-09-28,C00024,S031,Bank Transfer,Completed
